File,Class,isDC,isGC
activemq.assembly.src.test.java.org.apache.activemq.config.ValidateXMLConfigTest,ValidateXMLConfigTest,0,1
activemq.assembly.src.test.java.org.apache.activemq.benchmark.BenchmarkSupport,BenchmarkSupport,0,1
activemq.assembly.src.test.java.org.apache.activemq.benchmark.Producer,Producer,0,1
activemq.activemq-web-demo.src.test.java.org.apache.activemq.web.JettyTestSupport,JettyTestSupport,1,0
activemq.activemq-web-demo.src.test.java.org.apache.activemq.web.AjaxTest,AjaxTest,1,1
activemq.activemq-web-demo.src.test.java.org.apache.activemq.web.RestTest,RestTest,1,1
activemq.activemq-mqtt.src.test.java.org.apache.activemq.transport.mqtt.AbstractMQTTTest,AbstractMQTTTest,0,1
activemq.activemq-mqtt.src.test.java.org.apache.activemq.transport.mqtt.MQTTSSLTest,MQTTSSLTest,1,0
activemq.activemq-mqtt.src.test.java.org.apache.activemq.transport.mqtt.MQTTSSLTest,DefaultTrustManager,1,0
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTNIOSSLTransportFactory,MQTTNIOSSLTransportFactory,1,0
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTProtocolConverter,MQTTProtocolConverter,0,1
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTTransportFilter,MQTTTransportFilter,0,1
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTNIOTransport,MQTTNIOTransport,0,1
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTNIOSSLTransport,MQTTNIOSSLTransport,1,0
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTWireFormatFactory,MQTTWireFormatFactory,1,0
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTCodec,MQTTCodec,0,1
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTSubscription,MQTTSubscription,0,1
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTInactivityMonitor,MQTTInactivityMonitor,0,1
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTWireFormat,MQTTWireFormat,0,1
activemq.activemq-mqtt.src.main.java.org.apache.activemq.transport.mqtt.MQTTProtocolException,MQTTProtocolException,1,0
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompLoadTest,StompLoadTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompNIOSSLTest,StompNIOSSLTest,1,0
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompTest,StompTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompMissingMessageTest,StompMissingMessageTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompSSLLoadTest,StompSSLLoadTest,1,0
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompTestSupport,StompTestSupport,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompAdvisoryTest,StompAdvisoryTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.Stomp12NIOSSLTest,Stomp12NIOSSLTest,1,0
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompTelnetTest,StompTelnetTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompVirtualTopicTest,StompVirtualTopicTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompVirtualTopicTest,StompConsumer,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.ConnectTest,ConnectTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompFrameTest,StompFrameTest,1,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompSubscriptionRemoveTest,StompSubscriptionRemoveTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.Stomp11NIOSSLTest,Stomp11NIOSSLTest,1,0
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompNIOSSLLoadTest,StompNIOSSLLoadTest,1,0
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.Stomp12Test,Stomp12Test,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompSslTest,StompSslTest,1,0
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.Stomp11Test,Stomp11Test,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompSslAuthTest,StompSslAuthTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.StompPrefetchTest,StompPrefetchTest,0,1
activemq.activemq-stomp.src.test.java.org.apache.activemq.transport.stomp.util.ResourceLoadingSslContext,ResourceLoadingSslContext,1,0
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompFrame,StompFrame,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompQueueBrowserSubscription,StompQueueBrowserSubscription,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompFrameError,StompFrameError,1,0
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompNIOSSLTransportFactory,StompNIOSSLTransportFactory,1,0
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompConnection,StompConnection,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.FrameTranslator,Helper,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.ProtocolException,ProtocolException,1,0
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompTransportFilter,StompTransportFilter,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompWireFormat,StompWireFormat,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.JmsFrameTranslator,JmsFrameTranslator,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompWireFormatFactory,StompWireFormatFactory,1,0
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.ProtocolConverter,ProtocolConverter,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.ProtocolConverter,AckEntry,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompCodec,StompCodec,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.LegacyFrameTranslator,LegacyFrameTranslator,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompSubscription,StompSubscription,0,1
activemq.activemq-stomp.src.main.java.org.apache.activemq.transport.stomp.StompNIOTransportFactory,StompNIOTransportFactory,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.TwoBrokerTopicSendReceiveUsingHttpTest,TwoBrokerTopicSendReceiveUsingHttpTest,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.https.HttpsJmsSendAndReceiveTest,HttpsJmsSendAndReceiveTest,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.https.HttpsTransportBrokerTest,HttpsTransportBrokerTest,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.https.HttpsJmsSendAndReceiveConfigurationSslConfigTest,HttpsJmsSendAndReceiveConfigurationSslConfigTest,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.https.HttpsJmsSendAndReceiveEmbeddedSslConfigTest,HttpsJmsSendAndReceiveEmbeddedSslConfigTest,0,1
activemq.activemq-http.src.test.java.org.apache.activemq.transport.xstream.XStreamWireFormatTest,XStreamWireFormatTest,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.wss.WSSTransportTest,WSSTransportTest,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.ws.WSTransportTest,WSTransportTest,0,1
activemq.activemq-http.src.test.java.org.apache.activemq.transport.http.HttpJmsSendAndReceiveWithCompressionTest,HttpJmsSendAndReceiveWithCompressionTest,0,1
activemq.activemq-http.src.test.java.org.apache.activemq.transport.http.WaitForJettyListener,WaitForJettyListener,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.http.HttpJMSMessageTest,HttpJMSMessageTest,0,1
activemq.activemq-http.src.test.java.org.apache.activemq.transport.http.HttpJMSMessagesWithCompressionTest,HttpJMSMessagesWithCompressionTest,0,1
activemq.activemq-http.src.test.java.org.apache.activemq.transport.http.HttpJMSMessagesWithCompressionTest,MessageCommand,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.http.HttpClientReconnectTest,HttpClientReconnectTest,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.http.HttpSpringTest,HttpSpringTest,1,0
activemq.activemq-http.src.test.java.org.apache.activemq.transport.http.HttpSendCompressedMessagesTest,HttpSendCompressedMessagesTest,1,1
activemq.activemq-http.src.test.java.org.apache.activemq.bugs.AMQ2764Test,AMQ2764Test,0,1
activemq.activemq-http.src.main.java.org.apache.activemq.transport.WebTransportServerSupport,WebTransportServerSupport,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.https.HttpsClientTransport,HttpsClientTransport,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.https.HttpsTransportFactory,HttpsTransportFactory,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.https.HttpsTransportServer,HttpsTransportServer,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.discovery.http.DiscoveryRegistryServlet,DiscoveryRegistryServlet,1,1
activemq.activemq-http.src.main.java.org.apache.activemq.transport.discovery.http.EmbeddedJettyServer,EmbeddedJettyServer,0,1
activemq.activemq-http.src.main.java.org.apache.activemq.transport.discovery.http.HTTPDiscoveryAgent,HTTPDiscoveryAgent,1,1
activemq.activemq-http.src.main.java.org.apache.activemq.transport.discovery.http.HTTPDiscoveryAgent,SimpleDiscoveryEvent,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.xstream.XStreamWireFormatFactory,XStreamWireFormatFactory,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.wss.WSSTransportServer,WSSTransportServer,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.ws.StompServlet,StompServlet,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.ws.StompSocket,StompSocket,0,1
activemq.activemq-http.src.main.java.org.apache.activemq.transport.util.TextWireFormat,TextWireFormat,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.http.HttpTunnelServlet,HttpTunnelServlet,0,1
activemq.activemq-http.src.main.java.org.apache.activemq.transport.http.HttpSpringEmbeddedTunnelServlet,HttpSpringEmbeddedTunnelServlet,0,1
activemq.activemq-http.src.main.java.org.apache.activemq.transport.http.HttpTransportSupport,HttpTransportSupport,1,0
activemq.activemq-http.src.main.java.org.apache.activemq.transport.http.HttpTransportServer,HttpTransportServer,0,1
activemq.activemq-http.src.main.java.org.apache.activemq.transport.http.HttpClientTransport,HttpClientTransport,0,1
activemq.activemq-http.src.main.java.org.apache.activemq.transport.http.HttpEmbeddedTunnelServlet,HttpEmbeddedTunnelServlet,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQTempTopicMarshaller,ActiveMQTempTopicMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.JournalQueueAckMarshaller,JournalQueueAckMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ControlCommandMarshaller,ControlCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.XATransactionIdMarshaller,XATransactionIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQTempQueueMarshaller,ActiveMQTempQueueMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.JournalTraceMarshaller,JournalTraceMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.MessageAckMarshaller,MessageAckMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.LocalTransactionIdMarshaller,LocalTransactionIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.DataArrayResponseMarshaller,DataArrayResponseMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ExceptionResponseMarshaller,ExceptionResponseMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ConsumerInfoMarshaller,ConsumerInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.WireFormatInfoMarshaller,WireFormatInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.DiscoveryEventMarshaller,DiscoveryEventMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQQueueMarshaller,ActiveMQQueueMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ConnectionErrorMarshaller,ConnectionErrorMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.BaseCommandMarshaller,BaseCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.DataResponseMarshaller,DataResponseMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.JournalTransactionMarshaller,JournalTransactionMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ProducerInfoMarshaller,ProducerInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.MessageDispatchMarshaller,MessageDispatchMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.DestinationInfoMarshaller,DestinationInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ReplayCommandMarshaller,ReplayCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ConsumerIdMarshaller,ConsumerIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQTopicMarshaller,ActiveMQTopicMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.RemoveInfoMarshaller,RemoveInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.BrokerIdMarshaller,BrokerIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.MessageDispatchNotificationMarshaller,MessageDispatchNotificationMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ConnectionIdMarshaller,ConnectionIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.TransactionInfoMarshaller,TransactionInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.KeepAliveInfoMarshaller,KeepAliveInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQMessageMarshaller,ActiveMQMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQStreamMessageMarshaller,ActiveMQStreamMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.NetworkBridgeFilterMarshaller,NetworkBridgeFilterMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.LastPartialCommandMarshaller,LastPartialCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.PartialCommandMarshaller,PartialCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ShutdownInfoMarshaller,ShutdownInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQTempDestinationMarshaller,ActiveMQTempDestinationMarshaller,1,0
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQBlobMessageMarshaller,ActiveMQBlobMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ConnectionControlMarshaller,ConnectionControlMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.MessageIdMarshaller,MessageIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQBytesMessageMarshaller,ActiveMQBytesMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.IntegerResponseMarshaller,IntegerResponseMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ProducerIdMarshaller,ProducerIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQObjectMessageMarshaller,ActiveMQObjectMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ProducerAckMarshaller,ProducerAckMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ConnectionInfoMarshaller,ConnectionInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQTextMessageMarshaller,ActiveMQTextMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ConsumerControlMarshaller,ConsumerControlMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.SessionIdMarshaller,SessionIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.BaseDataStreamMarshaller,BaseDataStreamMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQMapMessageMarshaller,ActiveMQMapMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.FlushCommandMarshaller,FlushCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.MessageMarshaller,MessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.JournalTopicAckMarshaller,JournalTopicAckMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.RemoveSubscriptionInfoMarshaller,RemoveSubscriptionInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ActiveMQDestinationMarshaller,ActiveMQDestinationMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.TransactionIdMarshaller,TransactionIdMarshaller,1,0
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.MessagePullMarshaller,MessagePullMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.SubscriptionInfoMarshaller,SubscriptionInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.SessionInfoMarshaller,SessionInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.BrokerInfoMarshaller,BrokerInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v5.ResponseMarshaller,ResponseMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQTempTopicMarshaller,ActiveMQTempTopicMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.JournalQueueAckMarshaller,JournalQueueAckMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ControlCommandMarshaller,ControlCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.XATransactionIdMarshaller,XATransactionIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQTempQueueMarshaller,ActiveMQTempQueueMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.MarshallerFactory,MarshallerFactory,1,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.JournalTraceMarshaller,JournalTraceMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.MessageAckMarshaller,MessageAckMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.LocalTransactionIdMarshaller,LocalTransactionIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.DataArrayResponseMarshaller,DataArrayResponseMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ExceptionResponseMarshaller,ExceptionResponseMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ConsumerInfoMarshaller,ConsumerInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.WireFormatInfoMarshaller,WireFormatInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.DiscoveryEventMarshaller,DiscoveryEventMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQQueueMarshaller,ActiveMQQueueMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ConnectionErrorMarshaller,ConnectionErrorMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.BaseCommandMarshaller,BaseCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.DataResponseMarshaller,DataResponseMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.JournalTransactionMarshaller,JournalTransactionMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ProducerInfoMarshaller,ProducerInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.MessageDispatchMarshaller,MessageDispatchMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.DestinationInfoMarshaller,DestinationInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ReplayCommandMarshaller,ReplayCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ConsumerIdMarshaller,ConsumerIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQTopicMarshaller,ActiveMQTopicMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.RemoveInfoMarshaller,RemoveInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.BrokerIdMarshaller,BrokerIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.MessageDispatchNotificationMarshaller,MessageDispatchNotificationMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ConnectionIdMarshaller,ConnectionIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.TransactionInfoMarshaller,TransactionInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.KeepAliveInfoMarshaller,KeepAliveInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQMessageMarshaller,ActiveMQMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQStreamMessageMarshaller,ActiveMQStreamMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.NetworkBridgeFilterMarshaller,NetworkBridgeFilterMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.LastPartialCommandMarshaller,LastPartialCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.PartialCommandMarshaller,PartialCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ShutdownInfoMarshaller,ShutdownInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQTempDestinationMarshaller,ActiveMQTempDestinationMarshaller,1,0
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQBlobMessageMarshaller,ActiveMQBlobMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ConnectionControlMarshaller,ConnectionControlMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.MessageIdMarshaller,MessageIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQBytesMessageMarshaller,ActiveMQBytesMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.IntegerResponseMarshaller,IntegerResponseMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ProducerIdMarshaller,ProducerIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQObjectMessageMarshaller,ActiveMQObjectMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ProducerAckMarshaller,ProducerAckMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ConnectionInfoMarshaller,ConnectionInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQTextMessageMarshaller,ActiveMQTextMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ConsumerControlMarshaller,ConsumerControlMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.SessionIdMarshaller,SessionIdMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.BaseDataStreamMarshaller,BaseDataStreamMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQMapMessageMarshaller,ActiveMQMapMessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.FlushCommandMarshaller,FlushCommandMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.MessageMarshaller,MessageMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.JournalTopicAckMarshaller,JournalTopicAckMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.RemoveSubscriptionInfoMarshaller,RemoveSubscriptionInfoMarshaller,0,1
activemq.activemq-openwire-legacy.src.main.java.org.apache.activemq.openwire.v3.ActiveMQDestinationMarshaller,ActiveMQDestinationMarshaller,0,1
