File,Class,isDC,isGC
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.AMQ4126Test,AMQ4126Test,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.AMQ3014Test,AMQ3014Test,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.AMQ4157Test,AMQ4157Test,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.AMQ2021Test,AMQ2021Test,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.AMQ2021Test,ConsumerThread,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.AMQ3625Test,AMQ3625Test,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.AMQ2584Test,AMQ2584Test,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.TransactedStoreUsageSuspendResumeTest,TransactedStoreUsageSuspendResumeTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.TransactedStoreUsageSuspendResumeTest,ConsumerThread,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.AMQ2383Test,AMQ2383Test,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.TransactionNotStartedErrorTest,TransactionNotStartedErrorTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.amq1095.ActiveMQTestCase,ActiveMQTestCase,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.amq1095.MessageSelectorTest,MessageSelectorTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.amq1974.TryJmsClient,TryJmsClient,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.bugs.amq1974.TryJmsManager,TryJmsManager,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ProgressPrinter,ProgressPrinter,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.BrokerBenchmark,BrokerBenchmark,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ReconnectWithJMXEnabledTest,ReconnectWithJMXEnabledTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.BrokerRestartTestSupport,BrokerRestartTestSupport,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.MessageExpirationTest,MessageExpirationTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.QueueMbeanRestartTest,QueueMbeanRestartTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.BrokerRedeliveryTest,BrokerRedeliveryTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.TopicSubscriptionTest,TopicSubscriptionTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ConcurrentConnectSimulationTest,ConcurrentConnectSimulationTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.DedicatedTaskRunnerBrokerTest,DedicatedTaskRunnerBrokerTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.StubConnection,StubConnection,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.BrokerTestSupport,BrokerTestSupport,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.BrokerTest,BrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.XARecoveryBrokerTest,XARecoveryBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.SpringTest,SpringTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.mKahaDBXARecoveryBrokerTest,mKahaDBXARecoveryBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.MarshallingBrokerTest,MarshallingBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.RedeliveryRestartTest,RedeliveryRestartTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.Main,Main,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.DoubleSubscriptionTest,DoubleSubscriptionTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.RecoveryBrokerTest,RecoveryBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.JdbcXARecoveryBrokerTest,JdbcXARecoveryBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.NioQueueSubscriptionTest,NioQueueSubscriptionTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.NioQueueSubscriptionTest,NioQueueSubscriptionTestListener,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.QueueSubscriptionTest,QueueSubscriptionTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.scheduler.JmsCronSchedulerTest,JmsCronSchedulerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.scheduler.JobSchedulerManagementTest,JobSchedulerManagementTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.scheduler.JobSchedulerStoreTest,JobSchedulerStoreTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.scheduler.JmsSchedulerTest,JmsSchedulerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.DestinationGCTest,DestinationGCTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.QueueOptimizedDispatchExceptionTest,QueueOptimizedDispatchExceptionTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.QueueOptimizedDispatchExceptionTest,MockMemoryUsage,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.QueuePurgeTest,QueuePurgeTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.DestinationRemoveRestartTest,DestinationRemoveRestartTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.QueueDuplicatesFromStoreTest,QueueDuplicatesFromStoreTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.StoreQueueCursorJournalNoDuplicateTest,StoreQueueCursorJournalNoDuplicateTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.StoreQueueCursorJDBCNoDuplicateTest,StoreQueueCursorJDBCNoDuplicateTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.StoreBasedCursorTest,StoreBasedCursorTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.CursorSupport,CursorSupport,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.StoreQueueCursorNoDuplicateTest,StoreQueueCursorNoDuplicateTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.StoreQueueCursorMemoryNoDuplicateTest,StoreQueueCursorMemoryNoDuplicateTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.PrioritizedPendingListTest,PrioritizedPendingListTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.PrioritizedPendingListTest,TestMessageReference,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.OrderPendingListTest,OrderPendingListTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.OrderPendingListTest,TestPendingList,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.cursors.NegativeQueueTest,NegativeQueueTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.group.MessageGroupMapTest,MessageGroupMapTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.group.MessageGroupHashBucketTest,MessageGroupHashBucketTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.region.group.MessageGroupTest,MessageGroupTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.util.RedeliveryPluginTest,RedeliveryPluginTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.util.TraceBrokerPathPluginTest,TraceBrokerPathPluginTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.util.TimeStampingBrokerPluginTest,TimeStampingBrokerPluginTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.util.PluginBrokerTest,PluginBrokerTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.advisory.AdvisoryJmxTest,AdvisoryJmxTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.advisory.AdvisoryNetworkBridgeTest,AdvisoryNetworkBridgeTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.advisory.AdvisoryBrokerTest,AdvisoryBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.CompositeQueueTest,CompositeQueueTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.MirroredQueueUsingVirtualTopicQueueTest,MirroredQueueUsingVirtualTopicQueueTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.MirroredQueueTest,MirroredQueueTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.VirtualTopicDLQTest,VirtualTopicDLQTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.VirtualTopicDLQTest,TestProducer,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.VirtualTopicDLQTest,TestConsumer,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.CompositeTopicTest,CompositeTopicTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.VirtualTopicsAndDurableSubsTest,VirtualTopicsAndDurableSubsTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.VirtualTopicDisconnectSelectorTest,VirtualTopicDisconnectSelectorTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.MirroredQueueCorrectMemoryUsageTest,MirroredQueueCorrectMemoryUsageTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.VirtualTopicSelectorTest,VirtualTopicSelectorTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.VirtualTopicPubSubUsingXBeanTest,VirtualTopicPubSubUsingXBeanTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.VirtualTopicPubSubTest,VirtualTopicPubSubTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.virtual.FilteredQueueTest,FilteredQueueTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.jmx.PurgeTest,PurgeTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.jmx.MBeanTest,MBeanTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.jmx.HealthViewMBeanTest,HealthViewMBeanTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.jmx.BrokerViewSlowStoreStartupTest,BrokerViewSlowStoreStartupTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.jmx.MBeanOperationTimeoutTest,MBeanOperationTimeoutTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.message.security.MessageAuthenticationTest,MessageAuthenticationTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ft.DbRestartJDBCQueueMasterSlaveLeaseTest,DbRestartJDBCQueueMasterSlaveLeaseTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ft.QueueMasterSlaveSingleUrlTest,QueueMasterSlaveSingleUrlTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ft.DbRestartJDBCQueueMasterSlaveTest,DbRestartJDBCQueueMasterSlaveTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ft.JDBCQueueMasterSlaveTest,JDBCQueueMasterSlaveTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ft.QueueMasterSlaveTestUsingSharedFileTest,QueueMasterSlaveTestUsingSharedFileTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ft.QueueMasterSlaveTestSupport,QueueMasterSlaveTestSupport,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.ft.DbRestartJDBCQueueTest,DbRestartJDBCQueueTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.NoConsumerDeadLetterTest,NoConsumerDeadLetterTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.NoRetryDeadLetterTest,NoRetryDeadLetterTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.SimpleDispatchPolicyTest,SimpleDispatchPolicyTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.PerDurableConsumerDeadLetterTest,PerDurableConsumerDeadLetterTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.DeadLetterTestSupport,DeadLetterTestSupport,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.RoundRobinDispatchPolicyTest,RoundRobinDispatchPolicyTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.AbortSlowConsumerTest,AbortSlowConsumerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.DeadLetterTest,DeadLetterTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.IndividualDeadLetterViaXmlTest,IndividualDeadLetterViaXmlTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.PriorityNetworkDispatchPolicyTest,PriorityNetworkDispatchPolicyTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.DestinationCursorConfigTest,DestinationCursorConfigTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.MessageListenerDeadLetterTest,MessageListenerDeadLetterTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.MessageListenerDeadLetterTest,RollbackMessageListener,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.policy.StrictOrderDispatchPolicyTest,StrictOrderDispatchPolicyTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.store.DefaultStoreRecoveryBrokerTest,DefaultStoreRecoveryBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.store.RecoverExpiredMessagesTest,RecoverExpiredMessagesTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.store.LoadTester,LoadTester,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.store.TransactionStoreTest,BeingTested,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.broker.store.DefaultStoreBrokerTest,DefaultStoreBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.AbstractCachedLDAPAuthorizationMapLegacyTest,AbstractCachedLDAPAuthorizationMapLegacyTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.StubDoNothingCallbackHandler,StubDoNothingCallbackHandler,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.XBeanSecurityTest,XBeanSecurityTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.LDAPSecurityTest,LDAPSecurityTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.AuthorizationMapTest,AuthorizationMapTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.CachedLDAPAuthorizationModuleTest,CachedLDAPAuthorizationModuleTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.CachedLDAPSecurityLegacyTest,CachedLDAPSecurityLegacyTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.JaasNetworkTest,JaasNetworkTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.CachedLDAPAuthorizationModuleLegacyOpenLDAPTest,CachedLDAPAuthorizationModuleLegacyOpenLDAPTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.LDAPAuthorizationMapTest,LDAPAuthorizationMapTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.XBeanSecurityWithGuestTest,XBeanSecurityWithGuestTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.StubDualJaasConfiguration,StubDualJaasConfiguration,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.StubSecurityContext,StubSecurityContext,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.JaasDualAuthenticationBrokerTest,JaasDualAuthenticationBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.JaasCertificateAuthenticationBrokerTest,JaasCertificateAuthenticationBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.XBeanSecurityWithGuestNoCredentialsOnlyTest,XBeanSecurityWithGuestNoCredentialsOnlyTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.StubLoginModule,StubLoginModule,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.SecurityTestSupport,SecurityTestSupport,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.SimpleAuthorizationMapTest,SimpleAuthorizationMapTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.CachedLDAPSecurityTest,CachedLDAPSecurityTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.SecurityJMXTest,SecurityJMXTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.AbstractCachedLDAPAuthorizationModuleTest,AbstractCachedLDAPAuthorizationModuleTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.CachedLDAPAuthorizationModuleLegacyTest,CachedLDAPAuthorizationModuleLegacyTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.DoSTest,DoSTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.CachedLDAPAuthorizationModuleOpenLDAPTest,CachedLDAPAuthorizationModuleOpenLDAPTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.SimpleSecurityBrokerSystemTest,SimpleSecurityBrokerSystemTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.security.SimpleSecurityBrokerSystemTest,SimpleAuthenticationFactory,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.selector.SelectorTest,SelectorTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.selector.SelectorParserTest,SelectorParserTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.MessagePriorityTest,MessagePriorityTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.MessagePriorityTest,ProducerThread,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.StorePerDestinationTest,StorePerDestinationTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.AutoStorePerDestinationTest,AutoStorePerDestinationTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.StoreOrderTest,TransactedSend,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.CustomLockerTest,CustomLockerTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.KahaDBStoreOrderTest,KahaDBStoreOrderTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.KahaDBFastEnqueueTest,KahaDBFastEnqueueTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.PBMesssagesTest,PBMesssagesTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.KahaDBPersistenceAdapterTest,KahaDBPersistenceAdapterTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.KahaDBStoreRecoveryBrokerTest,KahaDBStoreRecoveryBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.KahaDBVersionTest,KahaDBVersionTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.KahaDBStoreRecoveryExpiryTest,KahaDBStoreRecoveryExpiryTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.KahaDBTest,KahaDBTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.TempKahaDBStoreBrokerTest,TempKahaDBStoreBrokerTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.NoSpaceIOTest,NoSpaceIOTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.KahaDBStoreTest,KahaDBStoreTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.KahaDBStoreBrokerTest,KahaDBStoreBrokerTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.plist.KahaDBFilePendingMessageCursorTest,KahaDBFilePendingMessageCursorTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.plist.PListTest,A,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.plist.PListTest,B,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.plist.PListTest,Job,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.kahadb.perf.KahaBulkLoadingTest,KahaBulkLoadingTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.JDBCStoreOrderTest,JDBCStoreOrderTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.JDBCTestMemory,JDBCTestMemory,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.JDBCNegativeQueueTest,JDBCNegativeQueueTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.LeaseDatabaseLockerTest,LeaseDatabaseLockerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.JDBCXACommitExceptionTest,JDBCXACommitExceptionTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.DatabaseLockerConfigTest,DatabaseLockerConfigTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.JDBCNetworkBrokerDetachTest,JDBCNetworkBrokerDetachTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.JDBCMessagePriorityTest,JDBCMessagePriorityTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.JDBCCommitExceptionTest,JDBCCommitExceptionTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.BrokenPersistenceAdapter,BrokenPersistenceAdapter,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.JDBCStoreBrokerTest,JDBCStoreBrokerTest,0,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.jdbc.JDBCPersistenceAdapterTest,JDBCPersistenceAdapterTest,1,0
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.store.leveldb.LevelDBStoreBrokerTest,LevelDBStoreBrokerTest,1,1
activemq.activemq-unit-tests.src.test.java.org.apache.activemq.streams.JMSInputStreamTest,JMSInputStreamTest,0,1
activemq.activemq-amqp.src.test.java.org.apache.activemq.transport.amqp.AmqpNioTest,AmqpNioTest,1,0
activemq.activemq-amqp.src.test.java.org.apache.activemq.transport.amqp.JMSClientTest,JMSClientTest,1,1
activemq.activemq-amqp.src.test.java.org.apache.activemq.transport.amqp.AmqpSslTest,AmqpSslTest,1,0
activemq.activemq-amqp.src.test.java.org.apache.activemq.transport.amqp.AmqpSslTest,DefaultTrustManager,1,0
activemq.activemq-amqp.src.test.java.org.apache.activemq.transport.amqp.AmqpTestSupport,AmqpTestSupport,1,0
activemq.activemq-amqp.src.test.java.org.apache.activemq.transport.amqp.joram.ActiveMQAdmin,ActiveMQAdmin,0,1
activemq.activemq-amqp.src.test-swiftmq.java.org.apache.activemq.transport.amqp.SwiftMQClientTest,SwiftMQClientTest,1,0
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpTransportFilter,AmqpTransportFilter,0,1
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpHeader,AmqpHeader,0,1
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpNioSslTransport,AmqpNioSslTransport,1,0
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpProtocolConverter,AmqpProtocolConverter,0,1
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpProtocolConverter,BaseProducerContext,1,0
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpProtocolConverter,ProducerContext,0,1
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpProtocolConverter,ConsumerContext,0,1
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.ActiveMQJMSVendor,ActiveMQJMSVendor,0,1
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpNioTransportFactory,AmqpNioTransportFactory,1,0
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpNioSslTransportFactory,AmqpNioSslTransportFactory,1,0
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpNioTransport,AmqpNioTransport,1,0
activemq.activemq-amqp.src.main.java.org.apache.activemq.transport.amqp.AmqpWireFormatFactory,AmqpWireFormatFactory,1,0
activemq.activemq-console.src.test.java.org.apache.activemq.console.filter.TestMapTransformFilter,TestMapTransformFilter,0,1
activemq.activemq-console.src.main.java.org.apache.activemq.console.ConsoleCommandHandler,ConsoleCommandHandler,1,0
activemq.activemq-console.src.main.java.org.apache.activemq.console.CommandContext,CommandContext,0,1
activemq.activemq-console.src.main.java.org.apache.activemq.console.ActiveMQLauncher,ActiveMQLauncher,1,0
activemq.activemq-console.src.main.java.org.apache.activemq.console.Main,Main,0,1
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.DecryptCommand,DecryptCommand,1,0
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.BrowseCommand,BrowseCommand,1,0
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.ShutdownCommand,ShutdownCommand,1,0
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.ShellCommand,ShellCommand,0,1
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.AbstractJmxCommand,AbstractJmxCommand,0,1
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.AbstractAmqCommand,AbstractAmqCommand,0,1
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.CreateCommand,CreateCommand,1,1
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.AmqBrowseCommand,AmqBrowseCommand,1,1
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.StartCommand,StartCommand,0,1
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.StopGracefullyCommand,StopGracefullyCommand,1,0
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.PurgeCommand,PurgeCommand,1,0
activemq.activemq-console.src.main.java.org.apache.activemq.console.command.AbstractCommand,AbstractCommand,1,0
