File,Class,isDC,isGC
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.BufferedOutputStream,BufferedOutputStream,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.ByteArrayOutputStream,ByteArrayOutputStream,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.LimitingInputStream,LimitingInputStream,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.BufferedInputStream,BufferedInputStream,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.LeakyBucketStreamThrottler,LeakyBucketStreamThrottler,1,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.LeakyBucketStreamThrottler,Drain,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.SynchronizedByteCountingOutputStream,SynchronizedByteCountingOutputStream,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.StreamUtils,StreamUtils,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.NullOutputStream,NullOutputStream,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.DataOutputStream,DataOutputStream,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.ByteArrayInputStream,ByteArrayInputStream,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.exception.BytePatternNotFoundException,BytePatternNotFoundException,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.exception.TokenTooLargeException,TokenTooLargeException,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.util.AbstractDemarcator,AbstractDemarcator,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.util.NonThreadSafeCircularBuffer,NonThreadSafeCircularBuffer,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.util.LineDemarcator,LineDemarcator,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.util.AbstractTextDemarcator,AbstractTextDemarcator,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.stream.io.util.TextLineDemarcator,TextLineDemarcator,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.processor.util.StandardValidators,StandardValidators,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.processor.util.StandardValidators,FileExistsValidator,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.processor.util.StandardValidators,StringLengthValidator,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.processor.util.FlowFileFilters,FlowFileFilters,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.FormatUtils,FormatUtils,1,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.NaiveSearchRingBuffer,NaiveSearchRingBuffer,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.StopWatch,StopWatch,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.RingBuffer,RingBuffer,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.ComponentIdGenerator,ComponentIdGenerator,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.file.FileUtils,FileUtils,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.file.classloader.ClassLoaderUtils,ClassLoaderUtils,1,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.file.monitor.SynchronousFileWatcher,SynchronousFileWatcher,1,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.file.monitor.CompoundUpdateMonitor,DeferredMonitorAction,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.file.monitor.MD5SumMonitor,MD5SumMonitor,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.file.monitor.LastModifiedMonitor,LastModifiedMonitor,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.text.SimpleDateFormatMatcher,SimpleDateFormatMatcher,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.text.ListDateTimeMatcher,ListDateTimeMatcher,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.text.RegexDateTimeMatcher,RegexDateTimeMatcher,1,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.text.RegexDateTimeMatcher,Compiler,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.text.DateTimeMatcherCompiler,DateTimeMatcherCompiler,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.timebuffer.TimedBuffer,TimedBuffer,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.search.SearchTerm,SearchTerm,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.util.search.ahocorasick.AhoCorasick,AhoCorasick,0,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.remote.exception.TransmissionDisabledException,TransmissionDisabledException,1,0
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.remote.io.CompressionOutputStream,CompressionOutputStream,1,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.remote.io.socket.NetworkUtils,NetworkUtils,1,1
nifi.nifi-commons.nifi-utils.src.main.java.org.apache.nifi.remote.io.socket.BufferStateManager,BufferStateManager,1,0
nifi.nifi-commons.nifi-write-ahead-log.src.test.java.org.wali.DummyRecordSerde,DummyRecordSerde,0,1
nifi.nifi-commons.nifi-write-ahead-log.src.test.java.org.wali.TestMinimalLockingWriteAheadLog,TestMinimalLockingWriteAheadLog,0,1
nifi.nifi-commons.nifi-write-ahead-log.src.test.java.org.apache.nifi.wali.TestHashMapSnapshot,TestHashMapSnapshot,0,1
nifi.nifi-commons.nifi-write-ahead-log.src.test.java.org.apache.nifi.wali.TestSequentialAccessWriteAheadLog,TestSequentialAccessWriteAheadLog,0,1
nifi.nifi-commons.nifi-write-ahead-log.src.test.java.org.apache.nifi.wali.TestLengthDelimitedJournal,TestLengthDelimitedJournal,0,1
nifi.nifi-commons.nifi-write-ahead-log.src.test.java.org.apache.nifi.wali.TestBlockingQueuePool,TestBlockingQueuePool,0,1
nifi.nifi-commons.nifi-write-ahead-log.src.main.java.org.wali.SingletonSerDeFactory,SingletonSerDeFactory,1,0
nifi.nifi-commons.nifi-write-ahead-log.src.main.java.org.wali.MinimalLockingWriteAheadLog,MinimalLockingWriteAheadLog,1,1
nifi.nifi-commons.nifi-write-ahead-log.src.main.java.org.wali.MinimalLockingWriteAheadLog,Partition,0,1
nifi.nifi-commons.nifi-write-ahead-log.src.main.java.org.apache.nifi.wali.BlockingQueuePool,BlockingQueuePool,1,0
nifi.nifi-commons.nifi-write-ahead-log.src.main.java.org.apache.nifi.wali.HashMapSnapshot,HashMapSnapshot,0,1
nifi.nifi-commons.nifi-write-ahead-log.src.main.java.org.apache.nifi.wali.LengthDelimitedJournal,LengthDelimitedJournal,1,1
nifi.nifi-commons.nifi-write-ahead-log.src.main.java.org.apache.nifi.wali.SequentialAccessWriteAheadLog,SequentialAccessWriteAheadLog,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.protocol.SiteToSiteTestUtils,SiteToSiteTestUtils,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.protocol.socket.TestSocketClientTransaction,TestSocketClientTransaction,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.protocol.http.TestHttpClientTransaction,TestHttpClientTransaction,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.util.TestSiteToSiteRestApiClient,TestSiteToSiteRestApiClient,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.TestPeerSelector,TestPeerSelector,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.TestPeerSelector,UnitTestSystemTime,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.TestSiteInfoProvider,TestSiteInfoProvider,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,TestHttpClient,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,SiteInfoServlet,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,WrongSiteInfoServlet,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,PeersServlet,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,PortTransactionsServlet,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,PortTransactionsAccessDeniedServlet,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,InputPortTransactionServlet,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,OutputPortTransactionServlet,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,FlowFilesServlet,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,FlowFilesTimeoutServlet,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,FlowFilesTimeoutAfterDataExchangeServlet,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.test.java.org.apache.nifi.remote.client.http.TestHttpClient,DataPacketBuilder,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.AbstractTransaction,AbstractTransaction,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.PeerDescription,PeerDescription,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.Peer,Peer,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.RemoteResourceInitiator,RemoteResourceInitiator,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.exception.UnreachableClusterException,UnreachableClusterException,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.exception.PortNotRunningException,PortNotRunningException,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.exception.UnknownPortException,UnknownPortException,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.protocol.socket.SocketClientTransaction,SocketClientTransaction,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.protocol.socket.SocketClientProtocol,SocketClientProtocol,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.protocol.http.HttpClientTransaction,HttpClientTransaction,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.util.SiteToSiteRestApiClient,SiteToSiteRestApiClient,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.util.SiteToSiteRestApiClient,HttpsResponseInterceptor,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.util.SiteToSiteRestApiClient,HttpGetFailedException,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.util.SiteToSiteRestApiClient,RemoteGroupContents,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.util.PeerStatusCache,PeerStatusCache,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.codec.StandardFlowFileCodec,StandardFlowFileCodec,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.client.PeerSelector,PeerSelector,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.client.SiteToSiteClient,Builder,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.client.SiteToSiteClient,StandardSiteToSiteClientConfig,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.client.SiteInfoProvider,SiteInfoProvider,1,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.client.socket.SocketClient,SocketClient,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.client.socket.EndpointConnectionPool,EndpointConnectionPool,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.client.socket.EndpointConnectionPool,IdEnrichedRemoteDestination,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.client.http.HttpClient,HttpClient,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.client.http.TransportProtocolVersionNegotiator,TransportProtocolVersionNegotiator,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.cluster.NodeInformation,NodeInformation,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.cluster.AdaptedNodeInformation,AdaptedNodeInformation,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.cluster.ClusterNodeInformation,ClusterNodeInformation,0,1
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.cluster.NodeInformationAdapter,NodeInformationAdapter,1,0
nifi.nifi-commons.nifi-site-to-site-client.src.main.java.org.apache.nifi.remote.io.socket.SocketChannelOutput,SocketChannelOutput,0,1
nifi.nifi-commons.nifi-record-path.src.test.java.org.apache.nifi.record.path.TestRecordPath,TestRecordPath,1,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.MapEntryFieldValue,MapEntryFieldValue,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.StandardFieldValue,StandardFieldValue,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.ArrayIndexFieldValue,ArrayIndexFieldValue,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.NumericRange,NumericRange,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.StandardRecordPathEvaluationContext,StandardRecordPathEvaluationContext,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.PredicatePath,PredicatePath,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.ParentPath,ParentPath,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.CurrentFieldPath,CurrentFieldPath,1,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.RootPath,RootPath,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.MultiArrayIndexPath,MultiArrayIndexPath,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.WildcardIndexPath,WildcardIndexPath,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.WildcardChildPath,WildcardChildPath,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.DescendantFieldPath,DescendantFieldPath,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.MultiMapKeyPath,MultiMapKeyPath,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.paths.ArrayIndexPath,ArrayIndexPath,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.Contains,Contains,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.EndsWith,EndsWith,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.NotFilter,NotFilter,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.NotEqualsFilter,NotEqualsFilter,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.MatchesRegex,MatchesRegex,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.FunctionFilter,FunctionFilter,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.StringComparisonFilter,StringComparisonFilter,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.ContainsRegex,ContainsRegex,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.IsBlank,IsBlank,1,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.IsEmpty,IsEmpty,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.filter.StartsWith,StartsWith,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.util.Filters,Filters,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.Replace,Replace,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.Base64Decode,Base64Decode,1,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.ToString,ToString,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.ToBytes,ToBytes,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.SubstringBefore,SubstringBefore,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.SubstringAfter,SubstringAfter,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.SubstringBeforeLast,SubstringBeforeLast,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.ReplaceNull,ReplaceNull,1,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.ToDate,ToDate,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.FieldName,FieldName,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.Concat,Concat,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.SubstringAfterLast,SubstringAfterLast,1,0
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.Substring,Substring,0,1
nifi.nifi-commons.nifi-record-path.src.main.java.org.apache.nifi.record.path.functions.Base64Encode,Base64Encode,1,0
nifi.nifi-commons.nifi-flowfile-packager.src.test.java.org.apache.nifi.util.TestPackageUnpackageV3,TestPackageUnpackageV3,1,0
nifi.nifi-commons.nifi-flowfile-packager.src.main.java.org.apache.nifi.util.Unpackage,Unpackage,0,1
nifi.nifi-commons.nifi-flowfile-packager.src.main.java.org.apache.nifi.util.FlowFilePackagerV2,FlowFilePackagerV2,1,1
nifi.nifi-commons.nifi-flowfile-packager.src.main.java.org.apache.nifi.util.FlowFileUnpackagerV1,FlowFileUnpackagerV1,1,1
nifi.nifi-commons.nifi-flowfile-packager.src.main.java.org.apache.nifi.util.FlowFilePackagerV3,FlowFilePackagerV3,1,1
nifi.nifi-commons.nifi-flowfile-packager.src.main.java.org.apache.nifi.util.FlowFileUnpackagerV2,FlowFileUnpackagerV2,1,0
nifi.nifi-commons.nifi-flowfile-packager.src.main.java.org.apache.nifi.util.FlowFileUnpackagerV3,FlowFileUnpackagerV3,1,0
nifi.nifi-commons.nifi-flowfile-packager.src.main.java.org.apache.nifi.util.FlowFilePackagerV1,FlowFilePackagerV1,0,1
nifi.nifi-commons.nifi-schema-utils.src.test.java.org.apache.nifi.repository.schema.TestSchemaRecordReaderWriter,TestSchemaRecordReaderWriter,0,1
nifi.nifi-commons.nifi-schema-utils.src.test.java.org.apache.nifi.repository.schema.TestSchemaRecordReader,TestSchemaRecordReader,1,1
nifi.nifi-commons.nifi-schema-utils.src.main.java.org.apache.nifi.repository.schema.ByteArrayCache,ByteArrayCache,1,0
nifi.nifi-commons.nifi-schema-utils.src.main.java.org.apache.nifi.repository.schema.MapRecordField,MapRecordField,0,1
nifi.nifi-commons.nifi-schema-utils.src.main.java.org.apache.nifi.repository.schema.SchemaRecordReader,SchemaRecordReader,0,1
nifi.nifi-commons.nifi-schema-utils.src.main.java.org.apache.nifi.repository.schema.UnionRecordField,UnionRecordField,0,1
nifi.nifi-commons.nifi-schema-utils.src.main.java.org.apache.nifi.repository.schema.SingleRecordIterator,SingleRecordIterator,1,0
nifi.nifi-commons.nifi-schema-utils.src.main.java.org.apache.nifi.repository.schema.RecordSchema,RecordSchema,0,1
nifi.nifi-commons.nifi-schema-utils.src.main.java.org.apache.nifi.repository.schema.ComplexRecordField,ComplexRecordField,0,1
nifi.nifi-commons.nifi-schema-utils.src.main.java.org.apache.nifi.repository.schema.SchemaRecordWriter,SchemaRecordWriter,0,1
nifi.nifi-commons.nifi-schema-utils.src.main.java.org.apache.nifi.repository.schema.SimpleRecordField,SimpleRecordField,0,1
nifi.nifi-commons.nifi-hl7-query-language.src.test.java.org.apache.nifi.hl7.query.TestHL7Query,TestHL7Query,1,1
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.hapi.HapiField,HapiField,0,1
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.hapi.EmptyField,EmptyField,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.hapi.HapiMessage,HapiMessage,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.HL7Query,HL7Query,1,1
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.Selection,Selection,0,1
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.StringEvaluator,StringEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.IntegerEvaluator,IntegerEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.BooleanEvaluator,BooleanEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.logic.OrEvaluator,OrEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.logic.AndEvaluator,AndEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.message.SegmentEvaluator,SegmentEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.message.MessageEvaluator,MessageEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.message.FieldEvaluator,FieldEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.message.DotEvaluator,DotEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.LessThanOrEqualEvaluator,LessThanOrEqualEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.NotEvaluator,NotEvaluator,1,1
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.AbstractComparisonEvaluator,AbstractComparisonEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.GreaterThanOrEqualEvaluator,GreaterThanOrEqualEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.LessThanEvaluator,LessThanEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.EqualsEvaluator,EqualsEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.IsNullEvaluator,IsNullEvaluator,0,1
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.GreaterThanEvaluator,GreaterThanEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.NotNullEvaluator,NotNullEvaluator,0,1
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.comparison.NotEqualsEvaluator,NotEqualsEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.literal.StringLiteralEvaluator,StringLiteralEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.evaluator.literal.IntegerLiteralEvaluator,IntegerLiteralEvaluator,1,0
nifi.nifi-commons.nifi-hl7-query-language.src.main.java.org.apache.nifi.hl7.query.result.StandardQueryResult,StandardQueryResult,1,0
nifi.nifi-commons.nifi-data-provenance-utils.src.test.java.org.apache.nifi.provenance.EncryptionExceptionTest,EncryptionExceptionTest,1,0
nifi.nifi-commons.nifi-data-provenance-utils.src.main.java.org.apache.nifi.provenance.StandardLineageResult,StandardLineageResult,0,1
nifi.nifi-commons.nifi-data-provenance-utils.src.main.java.org.apache.nifi.provenance.StandardProvenanceEventRecord,Builder,0,1
nifi.nifi-commons.nifi-data-provenance-utils.src.main.java.org.apache.nifi.provenance.StandardQueryResult,StandardQueryResult,1,1
nifi.nifi-commons.nifi-data-provenance-utils.src.main.java.org.apache.nifi.provenance.StandardQueryResult,EventIdComparator,1,0
nifi.nifi-commons.nifi-data-provenance-utils.src.main.java.org.apache.nifi.provenance.SearchableFields,SearchableFields,1,1
nifi.nifi-commons.nifi-data-provenance-utils.src.main.java.org.apache.nifi.provenance.PlaceholderProvenanceEvent,PlaceholderProvenanceEvent,0,1
nifi.nifi-commons.nifi-data-provenance-utils.src.main.java.org.apache.nifi.provenance.EncryptionMetadata,EncryptionMetadata,1,0
nifi.nifi-commons.nifi-data-provenance-utils.src.main.java.org.apache.nifi.provenance.AESProvenanceEventEncryptor,AESProvenanceEventEncryptor,1,1
nifi.nifi-commons.nifi-data-provenance-utils.src.main.java.org.apache.nifi.provenance.lineage.EdgeNode,EdgeNode,1,0
nifi.nifi-commons.nifi-expression-language.src.test.java.org.apache.nifi.attribute.expression.language.TestValueLookup,TestValueLookup,0,1
nifi.nifi-commons.nifi-expression-language.src.test.java.org.apache.nifi.attribute.expression.language.TestQuery,TestQuery,1,0
nifi.nifi-commons.nifi-expression-language.src.main.java.org.apache.nifi.attribute.expression.language.Query,Query,0,1
nifi.nifi-commons.nifi-expression-language.src.main.java.org.apache.nifi.attribute.expression.language.Query,Range,0,1
nifi.nifi-commons.nifi-expression-language.src.main.java.org.apache.nifi.attribute.expression.language.StringLiteralExpression,StringLiteralExpression,1,0
