File,Class,isDC,isGC
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.TestQuerySolr,TestQuerySolr,0,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.TestQuerySolr,TestableProcessor,1,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.EmbeddedSolrServerFactory,EmbeddedSolrServerFactory,1,0
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.QuerySolrIT,QuerySolrIT,1,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.QuerySolrIT,TestableProcessor,1,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.TestPutSolrContentStream,TestPutSolrContentStream,1,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.TestPutSolrContentStream,CollectionVerifyingProcessor,1,0
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.TestPutSolrContentStream,ExceptionThrowingProcessor,1,0
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.TestPutSolrContentStream,TestableProcessor,1,0
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.TestGetSolr,TestGetSolr,1,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.test.java.org.apache.nifi.processors.solr.TestGetSolr,TestableProcessor,1,0
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.main.java.org.apache.nifi.processors.solr.SolrUtils,SolrUtils,1,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.main.java.org.apache.nifi.processors.solr.SolrUtils,QueryResponseOutputStreamCallback,1,0
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.main.java.org.apache.nifi.processors.solr.PutSolrRecord,PutSolrRecord,0,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.main.java.org.apache.nifi.processors.solr.GetSolr,GetSolr,0,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.main.java.org.apache.nifi.processors.solr.QuerySolr,QuerySolr,1,1
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.main.java.org.apache.nifi.processors.solr.SolrProcessor,SolrProcessor,1,0
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.main.java.org.apache.nifi.processors.solr.KerberosHttpClientConfigurer,KerberosHttpClientConfigurer,1,0
nifi.nifi-nar-bundles.nifi-solr-bundle.nifi-solr-processors.src.main.java.org.apache.nifi.processors.solr.PutSolrContentStream,PutSolrContentStream,0,1
nifi.nifi-nar-bundles.nifi-slack-bundle.nifi-slack-processors.src.test.java.org.apache.nifi.processors.slack.CaptureServlet,CaptureServlet,1,0
nifi.nifi-nar-bundles.nifi-slack-bundle.nifi-slack-processors.src.test.java.org.apache.nifi.processors.slack.PutSlackTest,PutSlackTest,0,1
nifi.nifi-nar-bundles.nifi-slack-bundle.nifi-slack-processors.src.main.java.org.apache.nifi.processors.slack.PutSlack,PutSlack,0,1
nifi.nifi-nar-bundles.nifi-slack-bundle.nifi-slack-processors.src.main.java.org.apache.nifi.processors.slack.PutSlack,EmojiValidator,1,0
nifi.nifi-nar-bundles.nifi-confluent-platform-bundle.nifi-confluent-schema-registry-service.src.main.java.org.apache.nifi.confluent.schemaregistry.MultipleURLValidator,MultipleURLValidator,0,1
nifi.nifi-nar-bundles.nifi-confluent-platform-bundle.nifi-confluent-schema-registry-service.src.main.java.org.apache.nifi.confluent.schemaregistry.ConfluentSchemaRegistry,ConfluentSchemaRegistry,1,1
nifi.nifi-nar-bundles.nifi-confluent-platform-bundle.nifi-confluent-schema-registry-service.src.main.java.org.apache.nifi.confluent.schemaregistry.client.CachingSchemaRegistryClient,CachingSchemaRegistryClient,1,0
nifi.nifi-nar-bundles.nifi-confluent-platform-bundle.nifi-confluent-schema-registry-service.src.main.java.org.apache.nifi.confluent.schemaregistry.client.RestSchemaRegistryClient,RestSchemaRegistryClient,1,1
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.test.java.org.apache.nifi.processors.windows.event.log.JNAFailJUnitRunner,JNAFailJUnitRunner,1,0
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.test.java.org.apache.nifi.processors.windows.event.log.JNAJUnitRunner,JNAJUnitRunner,1,0
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.test.java.org.apache.nifi.processors.windows.event.log.ConsumeWindowsEventLogFailTest,ConsumeWindowsEventLogFailTest,1,0
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.test.java.org.apache.nifi.processors.windows.event.log.ConsumeWindowsEventLogTest,ConsumeWindowsEventLogTest,1,1
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.test.java.org.apache.nifi.processors.windows.event.log.jna.ErrorLookupTest,ErrorLookupTest,1,0
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.test.java.org.apache.nifi.processors.windows.event.log.jna.EventSubscribeXmlRenderingCallbackTest,EventSubscribeXmlRenderingCallbackTest,1,1
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.main.java.org.apache.nifi.processors.windows.event.log.ConsumeWindowsEventLog,ConsumeWindowsEventLog,1,1
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.main.java.org.apache.nifi.processors.windows.event.log.AlreadySubscribedException,AlreadySubscribedException,1,0
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.main.java.org.apache.nifi.processors.windows.event.log.jna.ErrorLookup,ErrorLookup,1,0
nifi.nifi-nar-bundles.nifi-windows-event-log-bundle.nifi-windows-event-log-processors.src.main.java.org.apache.nifi.processors.windows.event.log.jna.EventSubscribeXmlRenderingCallback,EventSubscribeXmlRenderingCallback,0,1
nifi.nifi-nar-bundles.nifi-flume-bundle.nifi-flume-processors.src.test.java.org.apache.nifi.processors.flume.ExecuteFlumeSourceTest,ExecuteFlumeSourceTest,0,1
nifi.nifi-nar-bundles.nifi-flume-bundle.nifi-flume-processors.src.test.java.org.apache.nifi.processors.flume.ExecuteFlumeSinkTest,ExecuteFlumeSinkTest,0,1
nifi.nifi-nar-bundles.nifi-flume-bundle.nifi-flume-processors.src.main.java.org.apache.nifi.processors.flume.AbstractFlumeProcessor,AbstractFlumeProcessor,0,1
nifi.nifi-nar-bundles.nifi-flume-bundle.nifi-flume-processors.src.main.java.org.apache.nifi.processors.flume.NifiSinkTransaction,NifiSinkTransaction,0,1
nifi.nifi-nar-bundles.nifi-flume-bundle.nifi-flume-processors.src.main.java.org.apache.nifi.processors.flume.ExecuteFlumeSink,ExecuteFlumeSink,1,0
nifi.nifi-nar-bundles.nifi-flume-bundle.nifi-flume-processors.src.main.java.org.apache.nifi.processors.flume.util.FlowFileEvent,FlowFileEvent,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.test.java.org.apache.nifi.couchbase.TestCouchbaseUtils,TestCouchbaseUtils,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.test.java.org.apache.nifi.couchbase.TestCouchbaseClusterService,TestCouchbaseClusterService,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.test.java.org.apache.nifi.couchbase.TestCouchbaseClusterService,SampleProcessor,1,0
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.test.java.org.apache.nifi.couchbase.TestCouchbaseMapCacheClient,TestCouchbaseMapCacheClient,1,0
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.test.java.org.apache.nifi.processors.couchbase.TestGetCouchbaseKey,TestGetCouchbaseKey,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.test.java.org.apache.nifi.processors.couchbase.TestPutCouchbaseKey,TestPutCouchbaseKey,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.main.java.org.apache.nifi.couchbase.CouchbaseKeyValueLookupService,CouchbaseKeyValueLookupService,1,0
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.main.java.org.apache.nifi.couchbase.CouchbaseClusterService,CouchbaseClusterService,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.main.java.org.apache.nifi.couchbase.CouchbaseMapCacheClient,CouchbaseMapCacheClient,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.main.java.org.apache.nifi.couchbase.CouchbaseRecordLookupService,CouchbaseRecordLookupService,1,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.main.java.org.apache.nifi.processors.couchbase.GetCouchbaseKey,GetCouchbaseKey,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.main.java.org.apache.nifi.processors.couchbase.PutCouchbaseKey,PutCouchbaseKey,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-processors.src.main.java.org.apache.nifi.processors.couchbase.AbstractCouchbaseProcessor,AbstractCouchbaseProcessor,0,1
nifi.nifi-nar-bundles.nifi-couchbase-bundle.nifi-couchbase-services-api.src.main.java.org.apache.nifi.couchbase.CouchbaseConfigurationProperties,CouchbaseConfigurationProperties,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.ITNiFiAtlasClient,ITNiFiAtlasClient,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.TestNiFiFlowAnalyzer,TestNiFiFlowAnalyzer,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.hook.TestNotificationSender,TestNotificationSender,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.provenance.analyzer.TestNiFiRootGroupPort,TestNiFiRootGroupPort,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.provenance.analyzer.TestKafkaTopic,TestKafkaTopic,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.provenance.analyzer.TestNiFiRemotePort,TestNiFiRemotePort,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.provenance.analyzer.TestHive2JDBC,TestHive2JDBC,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.provenance.analyzer.TestPutHiveStreaming,TestPutHiveStreaming,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.resolver.TestRegexClusterResolver,TestRegexClusterResolver,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.reporting.SimpleProvenanceRecord,SimpleProvenanceRecord,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.reporting.ITReportLineageToAtlas,ITReportLineageToAtlas,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.reporting.ITReportLineageToAtlas,TemplateContentHander,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.reporting.ITReportLineageToAtlas,Context,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.reporting.ITReportLineageToAtlas,TestConfiguration,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.reporting.ITReportLineageToAtlas,ProvenanceRecords,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.Node,Node,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.Link,Link,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.AtlasAPIV2ServerEmulator,AtlasAPIV2ServerEmulator,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.AtlasAPIV2ServerEmulator,TypeDefsServlet,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.AtlasAPIV2ServerEmulator,EntityBulkServlet,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.AtlasAPIV2ServerEmulator,SearchBasicServlet,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.AtlasAPIV2ServerEmulator,EntityGuidServlet,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.AtlasAPIV2ServerEmulator,SearchByUniqueAttributeServlet,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.AtlasAPIV2ServerEmulator,LineageServlet,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.AtlasNotificationServerEmulator,AtlasNotificationServerEmulator,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.test.java.org.apache.nifi.atlas.emulator.Lineage,Lineage,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.NiFiFlow,NiFiFlow,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.NiFiFlowAnalyzer,NiFiFlowAnalyzer,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.NiFiTypes,NiFiTypes,1,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.NiFiAtlasClient,NiFiAtlasClient,1,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.hook.NotificationSender,NotificationSender,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.hook.NotificationSender,Metrics,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.NiFiProvenanceEventAnalyzerFactory,NiFiProvenanceEventAnalyzerFactory,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.NiFiProvenanceEventAnalyzerFactory,AnalyzerHolder,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.DataSetRefs,DataSetRefs,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.PutHiveStreaming,PutHiveStreaming,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.NiFiS2S,NiFiS2S,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.NiFiS2S,S2SPort,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.DatabaseAnalyzerUtil,DatabaseAnalyzerUtil,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.KafkaTopic,KafkaTopic,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.unknown.Fetch,Fetch,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.unknown.UnknownDataSet,UnknownDataSet,1,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.unknown.Create,Create,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.unknown.Send,Send,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.unknown.Receive,Receive,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.analyzer.unknown.RemoteInvocation,RemoteInvocation,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.lineage.CompleteFlowPathLineage,CompleteFlowPathLineage,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.lineage.AbstractLineageStrategy,AbstractLineageStrategy,1,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.provenance.lineage.SimpleFlowPathLineage,SimpleFlowPathLineage,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.resolver.RegexClusterResolver,RegexClusterResolver,0,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.resolver.ClusterResolvers,ClusterResolvers,1,0
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.reporting.ReportLineageToAtlas,ReportLineageToAtlas,1,1
nifi.nifi-nar-bundles.nifi-atlas-bundle.nifi-atlas-reporting-task.src.main.java.org.apache.nifi.atlas.security.Basic,Basic,1,0
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.test.java.org.apache.nifi.processors.rethinkdb.TestPutRethinkDB,TestPutRethinkDB,0,1
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.test.java.org.apache.nifi.processors.rethinkdb.ITDeleteRethinkDBTest,ITDeleteRethinkDBTest,0,1
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.test.java.org.apache.nifi.processors.rethinkdb.TestGetRethinkDB,TestGetRethinkDB,0,1
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.test.java.org.apache.nifi.processors.rethinkdb.TestDeleteRethinkDB,TestDeleteRethinkDB,0,1
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.test.java.org.apache.nifi.processors.rethinkdb.ITPutRethinkDBTest,ITPutRethinkDBTest,0,1
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.test.java.org.apache.nifi.processors.rethinkdb.ITGetRethinkDBTest,ITGetRethinkDBTest,0,1
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.main.java.org.apache.nifi.processors.rethinkdb.AbstractRethinkDBProcessor,AbstractRethinkDBProcessor,1,1
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.main.java.org.apache.nifi.processors.rethinkdb.PutRethinkDB,PutRethinkDB,1,1
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.main.java.org.apache.nifi.processors.rethinkdb.DeleteRethinkDB,DeleteRethinkDB,0,1
nifi.nifi-nar-bundles.nifi-rethinkdb-bundle.nifi-rethinkdb-processors.src.main.java.org.apache.nifi.processors.rethinkdb.GetRethinkDB,GetRethinkDB,0,1
nifi.nifi-nar-bundles.nifi-snmp-bundle.nifi-snmp-processors.src.test.java.org.apache.nifi.snmp.processors.SNMPTestUtil,SNMPTestUtil,1,1
nifi.nifi-nar-bundles.nifi-snmp-bundle.nifi-snmp-processors.src.test.java.org.apache.nifi.snmp.processors.SNMPUtilsTest,SNMPUtilsTest,0,1
nifi.nifi-nar-bundles.nifi-snmp-bundle.nifi-snmp-processors.src.main.java.org.apache.nifi.snmp.processors.SetSNMP,SetSNMP,0,1
nifi.nifi-nar-bundles.nifi-snmp-bundle.nifi-snmp-processors.src.main.java.org.apache.nifi.snmp.processors.GetSNMP,GetSNMP,0,1
nifi.nifi-nar-bundles.nifi-snmp-bundle.nifi-snmp-processors.src.main.java.org.apache.nifi.snmp.processors.SNMPUtils,SNMPUtils,0,1
nifi.nifi-nar-bundles.nifi-snmp-bundle.nifi-snmp-processors.src.main.java.org.apache.nifi.snmp.processors.SNMPGetter,SNMPGetter,1,0
nifi.nifi-nar-bundles.nifi-snmp-bundle.nifi-snmp-processors.src.main.java.org.apache.nifi.snmp.processors.SNMPSetter,SNMPSetter,1,0
nifi.nifi-nar-bundles.nifi-snmp-bundle.nifi-snmp-processors.src.main.java.org.apache.nifi.snmp.processors.AbstractSNMPProcessor,AbstractSNMPProcessor,0,1
nifi.nifi-nar-bundles.nifi-groovyx-bundle.nifi-groovyx-processors.src.test.java.org.apache.nifi.processors.groovyx.ExecuteGroovyScriptTest,ExecuteGroovyScriptTest,1,1
nifi.nifi-nar-bundles.nifi-groovyx-bundle.nifi-groovyx-processors.src.test.java.org.apache.nifi.processors.groovyx.ExecuteGroovyScriptTest,DBCPServiceSimpleImpl,1,0
nifi.nifi-nar-bundles.nifi-groovyx-bundle.nifi-groovyx-processors.src.main.java.org.apache.nifi.processors.groovyx.ExecuteGroovyScript,ExecuteGroovyScript,0,1
nifi.nifi-nar-bundles.nifi-groovyx-bundle.nifi-groovyx-processors.src.main.java.org.apache.nifi.processors.groovyx.ExecuteGroovyScript,AccessMap,1,1
nifi.nifi-nar-bundles.nifi-groovyx-bundle.nifi-groovyx-processors.src.main.java.org.apache.nifi.processors.groovyx.util.Throwables,Throwables,0,1
nifi.nifi-nar-bundles.nifi-groovyx-bundle.nifi-groovyx-processors.src.main.java.org.apache.nifi.processors.groovyx.util.Validators,Validators,0,1
nifi.nifi-nar-bundles.nifi-groovyx-bundle.nifi-groovyx-processors.src.main.java.org.apache.nifi.processors.groovyx.flow.SessionFile,SessionFile,0,1
nifi.nifi-nar-bundles.nifi-groovyx-bundle.nifi-groovyx-processors.src.main.java.org.apache.nifi.processors.groovyx.flow.GroovySessionFile,GroovySessionFile,0,1
nifi.nifi-nar-bundles.nifi-groovyx-bundle.nifi-groovyx-processors.src.main.java.org.apache.nifi.processors.groovyx.flow.ProcessSessionWrap,ProcessSessionWrap,0,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.TestUtil,TestUtil,0,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.TestSchemaRecordReaderWriter,TestSchemaRecordReaderWriter,0,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.TestStandardRecordReaderWriter,TestStandardRecordReaderWriter,1,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.ITestPersistentProvenanceRepository,ITestPersistentProvenanceRepository,1,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.ITestPersistentProvenanceRepository,ReportedEvent,0,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.ITestPersistentProvenanceRepository,TestablePersistentProvenanceRepository,1,0
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.AbstractTestRecordReaderWriter,AbstractTestRecordReaderWriter,0,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.TestEventIdFirstSchemaRecordReaderWriter,TestEventIdFirstSchemaRecordReaderWriter,1,0
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.index.lucene.TestLuceneEventIndex,TestLuceneEventIndex,0,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.index.lucene.TestEventIndexTask,TestEventIndexTask,0,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.lucene.TestCachingIndexManager,TestCachingIndexManager,1,0
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.lucene.TestSimpleIndexManager,TestSimpleIndexManager,1,0
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.toc.TestStandardTocWriter,TestStandardTocWriter,1,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.store.TestEventFileManager,TestEventFileManager,0,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.store.TestPartitionedWriteAheadEventStore,TestPartitionedWriteAheadEventStore,1,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.store.TestWriteAheadStorePartition,TestWriteAheadStorePartition,0,1
nifi.nifi-nar-bundles.nifi-provenance-repository-bundle.nifi-persistent-provenance-repository.src.test.java.org.apache.nifi.provenance.store.iterator.TestSelectiveRecordReaderEventIterator,TestSelectiveRecordReaderEventIterator,0,1
