File,Method,isFE,isLM
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,createExceptionMapper,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,createExceptionMapper,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,createExceptionMapper,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,doCreateExceptionMapper,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,createParameterHandler,1,1
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,createResponseExceptionMapper,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,handleMapper,1,1
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,createMessageBodyReaderInterceptor,1,1
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,createMessageBodyWriterInterceptor,1,1
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,createMessageBodyReader,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,isJaxbBasedProvider,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getPreMatchContainerRequestFilters,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getPostMatchContainerRequestFilters,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getContainerResponseFilters,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getClientRequestFilters,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getClientResponseFilters,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getPostMatchContainerFilters,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getRequestHandlers,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getResponseHandlers,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,createMessageBodyWriter,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,mapContainerFilters,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,addContainerFilter,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,isPrematching,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,injectContextValues,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,injectContextProxiesIntoProvider,1,1
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,sortReaders,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,sortWriters,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,sortContextResolvers,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,chooseMessageReader,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,matchesReaderCriterias,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,chooseMessageWriter,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,matchesWriterCriterias,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,registerUserProvider,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,setUserProviders,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,setRequestPreprocessor,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getRequestPreprocessor,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,clearExceptionMapperProxies,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,clearThreadLocalProxies,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,clearProviders,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,setBus,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,doApplyDynamicFeatures,1,1
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,injectProviderProperty,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,setSchemaLocations,1,1
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,initProviders,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getReadersWriters,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,compare,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,compare,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,compareClasses,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getGenericInterfaces,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,compare,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getContext,1,0
cxf.rt.frontend.jaxrs.src.main.java.org.apache.cxf.jaxrs.provider.ProviderFactory,getResolvers,1,0
